,viewer_id,viewee_id,timestamp,datetime
83,8831,-2331,1699180713.5727887,2023-11-05 10:38:33.572788736
84,3647,12089,1698390496.7514367,2023-10-27 07:08:16.751436800
85,-2157,-18471,1698653374.5289905,2023-10-30 08:09:34.528990464
86,-16062,238,1698292635.9940968,2023-10-26 03:57:15.994096640
87,-9424,7996,1698079602.5244114,2023-10-23 16:46:42.524411392
88,319,-1522,1697926459.278545,2023-10-21 22:14:19.278544896
89,-5961,-17376,1699557217.0706794,2023-11-09 19:13:37.070679552
90,-1343,-10921,1698333444.635083,2023-10-26 15:17:24.635083008
91,-3103,-14422,1699687606.6100562,2023-11-11 07:26:46.610056192
92,-599,10381,1699862817.7274883,2023-11-13 08:06:57.727488256
93,17350,1553,1697770766.1096091,2023-10-20 02:59:26.109609216
94,1526,-8882,1698294655.8048995,2023-10-26 04:30:55.804899328
95,-3952,-4058,1697903595.0623777,2023-10-21 15:53:15.062377728
96,7051,-2401,1699244565.030935,2023-11-06 04:22:45.030935040
97,-8341,2470,1698052435.3113284,2023-10-23 09:13:55.311328512
98,-13611,4723,1699206340.2719748,2023-11-05 17:45:40.271974912
99,21148,8492,1699545430.6058857,2023-11-09 15:57:10.605885696
100,-13287,4166,1699099126.2882977,2023-11-04 11:58:46.288297728
101,14881,3654,1697694401.1965551,2023-10-19 05:46:41.196555264
102,-5510,10393,1699054023.0526457,2023-11-03 23:27:03.052645632
103,814,-5133,1698476760.6754375,2023-10-28 07:06:00.675437568
104,-3872,424,1698048831.4752686,2023-10-23 08:13:51.475268608
105,7537,-7261,1699546045.7257318,2023-11-09 16:07:25.725731840
106,-7410,8844,1699238164.7660112,2023-11-06 02:36:04.766011136
107,6689,15241,1699126368.2017536,2023-11-04 19:32:48.201753600
108,-4336,-4670,1699306144.476207,2023-11-06 21:29:04.476207104
109,20151,-8689,1698728913.655141,2023-10-31 05:08:33.655141120
110,6891,-4495,1698233376.841632,2023-10-25 11:29:36.841632000
111,3609,432,1697807026.7783241,2023-10-20 13:03:46.778324224
112,2889,-1089,1697813741.5899057,2023-10-20 14:55:41.589905664
113,3579,6187,1699196954.6112182,2023-11-05 15:09:14.611218176
114,-10636,2882,1698427317.530154,2023-10-27 17:21:57.530153984
115,10570,-12050,1698455442.0743127,2023-10-28 01:10:42.074312704
116,14410,20151,1698805548.2608478,2023-11-01 02:25:48.260847872
117,-444,-12757,1697954090.1992314,2023-10-22 05:54:50.199231488
118,-17181,-13515,1698805345.2503717,2023-11-01 02:22:25.250371584
119,-6002,1119,1699533784.0793116,2023-11-09 12:43:04.079311616
120,-2877,-27397,1699612150.1277902,2023-11-10 10:29:10.127790336
121,-2030,104,1698125558.772783,2023-10-24 05:32:38.772783104
122,5159,4774,1699587456.0564125,2023-11-10 03:37:36.056412416
123,-4678,-7113,1698399801.5654664,2023-10-27 09:43:21.565466368
124,2283,-10198,1698165164.4959974,2023-10-24 16:32:44.495997440
125,9565,-361,1699872709.2223113,2023-11-13 10:51:49.222311168
126,12847,7950,1699714189.3116949,2023-11-11 14:49:49.311694848
127,-3088,14273,1699425173.764188,2023-11-08 06:32:53.764188160
128,9517,-1807,1697845700.961296,2023-10-20 23:48:20.961296128
129,9850,-8975,1697810481.087906,2023-10-20 14:01:21.087905792
130,-6535,1227,1698599618.8957078,2023-10-29 17:13:38.895707904
131,6786,-7565,1699918292.685232,2023-11-13 23:31:32.685231872
132,-4995,-4483,1698275017.5366862,2023-10-25 23:03:37.536686080
133,3659,-1953,1698106057.9531894,2023-10-24 00:07:37.953189376
134,8290,-7943,1698217821.6174338,2023-10-25 07:10:21.617433856
135,-866,-2745,1697687718.810895,2023-10-19 03:55:18.810894848
136,3681,5559,1697846950.3330958,2023-10-21 00:09:10.333095680
137,-16599,7379,1698381316.3786001,2023-10-27 04:35:16.378600192
138,14582,-3114,1699179098.064011,2023-11-05 10:11:38.064011008
139,15708,11192,1698115628.4271483,2023-10-24 02:47:08.427148288
140,-8174,7718,1697680526.8670404,2023-10-19 01:55:26.867040512
141,-14023,-1924,1697868771.3404968,2023-10-21 06:12:51.340496896
142,17500,4559,1699742145.1344366,2023-11-11 22:35:45.134436608
143,5491,8998,1699581502.9758077,2023-11-10 01:58:22.975807744
144,-891,6091,1699216355.6047127,2023-11-05 20:32:35.604712704
145,1866,16058,1697564936.3135657,2023-10-17 17:48:56.313565696
146,-2090,-1490,1699203055.1358047,2023-11-05 16:50:55.135804672
147,-2926,-4566,1698053014.9206865,2023-10-23 09:23:34.920686592
148,10461,-2151,1698340687.6233928,2023-10-26 17:18:07.623392768
149,-11572,-4551,1699902615.2723725,2023-11-13 19:10:15.272372480
150,-13352,-12455,1697917813.8940184,2023-10-21 19:50:13.894018304
151,12832,-5647,1697825187.1667328,2023-10-20 18:06:27.166732800
152,-3511,11806,1698267006.0402083,2023-10-25 20:50:06.040208384
153,7099,-14031,1699405572.236003,2023-11-08 01:06:12.236002816
154,-23557,-6878,1699843961.0092533,2023-11-13 02:52:41.009253376
155,7534,3301,1698954981.0646286,2023-11-02 19:56:21.064628480
156,-2860,8767,1697739274.176733,2023-10-19 18:14:34.176732928
157,-7375,-5562,1699877011.1217148,2023-11-13 12:03:31.121714944
158,3249,-5425,1697707191.7781591,2023-10-19 09:19:51.778159104
159,4997,-7520,1698474790.4706244,2023-10-28 06:33:10.470624512
160,7756,4297,1699410533.65501,2023-11-08 02:28:53.655010048
161,-2352,-159,1699293197.4683895,2023-11-06 17:53:17.468389632
162,-2452,-10614,1697826976.8024998,2023-10-20 18:36:16.802499840
163,11167,-1973,1698345462.6554825,2023-10-26 18:37:42.655482624
164,11628,-11441,1699606168.597406,2023-11-10 08:49:28.597405952
165,-6797,5619,1698812659.2656474,2023-11-01 04:24:19.265647360
166,2520,11167,1698404414.534146,2023-10-27 11:00:14.534146048
167,-168,-1518,1699757190.2819915,2023-11-12 02:46:30.281991424
168,14692,-8546,1699241513.1611187,2023-11-06 03:31:53.161118720
169,-1231,2845,1697795573.9131906,2023-10-20 09:52:53.913190656
170,-5562,12303,1699078271.060966,2023-11-04 06:11:11.060965888
171,-3140,20726,1699163672.7102172,2023-11-05 05:54:32.710217216
172,-13701,-3238,1698544860.1949189,2023-10-29 02:01:00.194918912
173,16590,25653,1698294565.810895,2023-10-26 04:29:25.810894848
174,-2676,-13417,1698300842.2641096,2023-10-26 06:14:02.264109568
175,-2636,-4640,1697741599.7519774,2023-10-19 18:53:19.751977472
176,13430,16627,1699897604.1077302,2023-11-13 17:46:44.107730176
177,-7147,11632,1698045291.1903086,2023-10-23 07:14:51.190308608
178,4540,2490,1697988147.4870777,2023-10-22 15:22:27.487077632
179,17974,4243,1698504644.5022035,2023-10-28 14:50:44.502203392
180,7990,-9447,1697885128.676348,2023-10-21 10:45:28.676347904
181,-2263,-2090,1698437422.4383123,2023-10-27 20:10:22.438312192
182,3733,-9624,1697578709.0695937,2023-10-17 21:38:29.069593600
183,-16570,1882,1699725450.462447,2023-11-11 17:57:30.462446848
184,3315,715,1697721243.1725433,2023-10-19 13:14:03.172543232
185,37513,15877,1697876253.718218,2023-10-21 08:17:33.718217984
186,11203,286,1699779154.891965,2023-11-12 08:52:34.891964928
187,-26756,-17466,1698659929.0461988,2023-10-30 09:58:49.046198784
188,10008,5198,1699116145.246138,2023-11-04 16:42:25.246138112
189,10913,-7951,1699205472.8865008,2023-11-05 17:31:12.886500864
190,1177,696,1697879749.5161915,2023-10-21 09:15:49.516191488
191,-4229,7599,1697943567.2448566,2023-10-22 02:59:27.244856576
192,5030,4491,1699080707.5552435,2023-11-04 06:51:47.555243520
193,-6120,7,1698128627.7896152,2023-10-24 06:23:47.789615104
194,-10496,-9190,1697940871.6666305,2023-10-22 02:14:31.666630400
195,814,17744,1699619130.3332334,2023-11-10 12:25:30.333233408
196,16058,6337,1698356461.2354252,2023-10-26 21:41:01.235425280
197,-11814,6259,1698083734.9304483,2023-10-23 17:55:34.930448384
198,-14809,-16167,1697780228.9715352,2023-10-20 05:37:08.971535104
199,-8406,-10518,1698207200.5632787,2023-10-25 04:13:20.563278592
200,-656,-13251,1699069953.5437098,2023-11-04 03:52:33.543709696
201,26120,19916,1698403865.0961368,2023-10-27 10:51:05.096136704
202,8400,-3916,1698312593.8092036,2023-10-26 09:29:53.809203712
203,-11052,-12769,1698079655.2148316,2023-10-23 16:47:35.214831616
204,-5319,-6864,1698212003.4071379,2023-10-25 05:33:23.407137792
205,-10921,6525,1698863705.4368482,2023-11-01 18:35:05.436848128
206,5701,9510,1699756245.2648048,2023-11-12 02:30:45.264804864
207,-10721,15617,1698029069.4813151,2023-10-23 02:44:29.481315072
208,-2485,9950,1699477777.9671612,2023-11-08 21:09:37.967161088
209,-83,5699,1697777794.5311344,2023-10-20 04:56:34.531134464
210,5276,5183,1698534353.949359,2023-10-28 23:05:53.949358848
211,4144,6104,1698348695.147332,2023-10-26 19:31:35.147331840
212,22315,2737,1699860655.2427244,2023-11-13 07:30:55.242724352
213,16369,1379,1698720646.19497,2023-10-31 02:50:46.194969856
214,-7541,1502,1698225148.1132977,2023-10-25 09:12:28.113297664
215,1177,-8898,1698891543.8861728,2023-11-02 02:19:03.886172672
216,-9043,-6080,1699827355.568884,2023-11-12 22:15:55.568883968
217,3098,486,1699837832.2269483,2023-11-13 01:10:32.226948352
218,7713,-5276,1699486250.5636365,2023-11-08 23:30:50.563636480
219,-14428,-5233,1698634528.7820413,2023-10-30 02:55:28.782041344
220,-5437,26850,1698267378.2228794,2023-10-25 20:56:18.222879488
221,8163,7850,1698856922.1244676,2023-11-01 16:42:02.124467712
222,-159,-5955,1699153972.4951048,2023-11-05 03:12:52.495104768
223,1961,23137,1697986948.196625,2023-10-22 15:02:28.196624896
224,-6593,9844,1698216219.4803088,2023-10-25 06:43:39.480308736
225,-14311,-1375,1697905664.3367875,2023-10-21 16:27:44.336787456
226,-6121,2334,1697510668.617668,2023-10-17 02:44:28.617667840
227,15597,-7053,1698312542.4985514,2023-10-26 09:29:02.498551296
228,2266,-954,1699858387.988755,2023-11-13 06:53:07.988754944
229,-8351,-2881,1699489661.7278566,2023-11-09 00:27:41.727856640
230,8802,5069,1699588786.1874268,2023-11-10 03:59:46.187426816
231,-2728,-8718,1699648909.9331615,2023-11-10 20:41:49.933161472
232,771,6480,1698106842.0982282,2023-10-24 00:20:42.098228224
233,10628,6216,1699237434.8466415,2023-11-06 02:23:54.846641664
234,7560,-9939,1698802220.5322943,2023-11-01 01:30:20.532294400
235,-1903,-3224,1698613407.6931546,2023-10-29 21:03:27.693154560
236,-9553,-1776,1697568297.4848466,2023-10-17 18:44:57.484846592
237,14815,8874,1699815038.1126842,2023-11-12 18:50:38.112684288
238,25025,-11814,1699152245.3110895,2023-11-05 02:44:05.311089408
239,562,-13754,1698647905.6563833,2023-10-30 06:38:25.656383232
240,6227,-13333,1698546036.7959132,2023-10-29 02:20:36.795913216
241,-7827,16369,1697733054.3224788,2023-10-19 16:30:54.322478848
242,2801,4120,1699847556.2097616,2023-11-13 03:52:36.209761536
243,-26259,5187,1699702619.1975038,2023-11-11 11:36:59.197503744
244,-9373,-1684,1699693060.627553,2023-11-11 08:57:40.627553024
245,-8464,-3410,1698888986.1059363,2023-11-02 01:36:26.105936384
246,6,3098,1698476759.9240408,2023-10-28 07:05:59.924040704
247,-16640,4849,1699731154.8554332,2023-11-11 19:32:34.855433216
248,-7703,3965,1698526119.661518,2023-10-28 20:48:39.661518080
249,-15820,-7433,1699397430.2652931,2023-11-07 22:50:30.265293056
250,-8753,6559,1699799490.5884364,2023-11-12 14:31:30.588436480
251,3642,2318,1698593397.142535,2023-10-29 15:29:57.142534912
252,-3010,16383,1697548427.9186814,2023-10-17 13:13:47.918681344
253,9651,-7737,1698083636.4250314,2023-10-23 17:53:56.425031424
254,-1277,22394,1699265363.9721391,2023-11-06 10:09:23.972139008
255,-2385,11865,1698487369.3616955,2023-10-28 10:02:49.361695488
256,-17107,2183,1698379554.8332937,2023-10-27 04:05:54.833293568
257,-3731,-16132,1697770604.9416056,2023-10-20 02:56:44.941605632
258,4905,-6810,1698106144.4823632,2023-10-24 00:09:04.482363136
259,2451,1127,1698767584.8172097,2023-10-31 15:53:04.817209600
260,-12172,3315,1698522503.3371959,2023-10-28 19:48:23.337195776
261,1466,14882,1697552830.5333977,2023-10-17 14:27:10.533397760
262,-13884,-2860,1699338614.5207124,2023-11-07 06:30:14.520712448
263,3759,-11568,1697963391.352797,2023-10-22 08:29:51.352796928
264,-4362,-9703,1698887171.6064541,2023-11-02 01:06:11.606454016
265,1227,-3943,1698981268.4375916,2023-11-03 03:14:28.437591552
266,-2337,-5888,1699124428.6688168,2023-11-04 19:00:28.668816896
267,19413,3434,1698756598.7337253,2023-10-31 12:49:58.733725184
268,7996,-5961,1698665191.424071,2023-10-30 11:26:31.424071168
269,1396,-11898,1699762188.2947643,2023-11-12 04:09:48.294764288
270,-2855,-1004,1699778084.3238487,2023-11-12 08:34:44.323848704
271,-6605,-7635,1697760230.1217618,2023-10-20 00:03:50.121761792
272,-7487,19672,1697745854.700216,2023-10-19 20:04:14.700216064
273,-7674,7379,1699906564.0529807,2023-11-13 20:16:04.052980736
274,-16702,3735,1699099951.5144193,2023-11-04 12:12:31.514419200
275,-1799,-10030,1698406154.1590822,2023-10-27 11:29:14.159082240
276,-7433,-866,1697725240.6570919,2023-10-19 14:20:40.657091840
277,9036,5758,1699401563.9360409,2023-11-07 23:59:23.936040960
278,3355,10461,1699370334.3147388,2023-11-07 15:18:54.314738688
279,-8986,3173,1698157926.3385162,2023-10-24 14:32:06.338516224
280,16598,22978,1698968249.1783059,2023-11-02 23:37:29.178305792
281,14703,3084,1699203415.1818812,2023-11-05 16:56:55.181881088
282,4338,-379,1699363401.7073877,2023-11-07 13:23:21.707387648
283,-3088,4123,1699320803.8444698,2023-11-07 01:33:23.844469760
284,-106,154,1697759713.0921261,2023-10-19 23:55:13.092126208
285,-379,2425,1699782431.2570164,2023-11-12 09:47:11.257016320
286,-4187,-2859,1699400091.6730192,2023-11-07 23:34:51.673019136
287,4341,3938,1697790413.259624,2023-10-20 08:26:53.259623936
288,-6113,-7027,1699196650.0407803,2023-11-05 15:04:10.040780288
289,8578,-4600,1697894557.3978777,2023-10-21 13:22:37.397877760
290,1062,-21390,1699794818.8500636,2023-11-12 13:13:38.850063616
291,-5829,-2978,1698366350.4610512,2023-10-27 00:25:50.461051136
292,10780,-9651,1698872878.4642437,2023-11-01 21:07:58.464243712
293,10486,2310,1699919003.917602,2023-11-13 23:43:23.917602048
294,2116,1105,1699599954.0911887,2023-11-10 07:05:54.091188736
295,34,5040,1698007081.9727519,2023-10-22 20:38:01.972751872
296,25726,13171,1697741768.484367,2023-10-19 18:56:08.484366848
297,7328,11203,1698757039.4313862,2023-10-31 12:57:19.431386112
298,11947,-3061,1698289860.507702,2023-10-26 03:11:00.507702016
299,3281,-7742,1698162624.2193947,2023-10-24 15:50:24.219394560
300,-11380,-6618,1699257539.1646695,2023-11-06 07:58:59.164669440
301,15278,3016,1699070971.2739608,2023-11-04 04:09:31.273960704
302,-7520,-14127,1697647574.031911,2023-10-18 16:46:14.031910912
303,-17343,-13218,1699579592.4806638,2023-11-10 01:26:32.480663808
304,-5856,-3714,1698771440.9920003,2023-10-31 16:57:20.992000256
305,3922,13482,1698083406.8727455,2023-10-23 17:50:06.872745472
306,9064,380,1699792454.2414343,2023-11-12 12:34:14.241434368
307,-3256,-155,1699635644.4355237,2023-11-10 17:00:44.435523840
308,1772,-9624,1699841834.8017821,2023-11-13 02:17:14.801782016
309,-17401,-17844,1699048177.947573,2023-11-03 21:49:37.947572992
310,13933,-9338,1699652757.7692127,2023-11-10 21:45:57.769212672
311,6576,-10247,1698485536.5779667,2023-10-28 09:32:16.577966592
312,8797,1177,1699015150.8388133,2023-11-03 12:39:10.838813184
313,4030,-4917,1699090177.6876805,2023-11-04 09:29:37.687680512
314,-867,10498,1699884820.3778877,2023-11-13 14:13:40.377887744
315,-767,-11739,1699297730.6445186,2023-11-06 19:08:50.644518656
316,3299,6072,1697584633.7718108,2023-10-17 23:17:13.771810816
317,-1339,-4670,1698141142.225358,2023-10-24 09:52:22.225358080
318,20039,16598,1698206924.953604,2023-10-25 04:08:44.953604096
319,-4595,18200,1698910289.801443,2023-11-02 07:31:29.801443072
320,-1184,10519,1698414168.850644,2023-10-27 13:42:48.850644224
321,-18766,3511,1699647988.084532,2023-11-10 20:26:28.084531968
322,-6582,-15062,1699146956.7679656,2023-11-05 01:15:56.767965440
323,1818,-698,1699593497.6950934,2023-11-10 05:18:17.695093504
324,15586,-1172,1697876494.7892382,2023-10-21 08:21:34.789238272
325,4796,1062,1698894852.554877,2023-11-02 03:14:12.554876928
326,-3582,-14073,1698857460.6894028,2023-11-01 16:51:00.689402880
327,3589,-5380,1697983533.4947605,2023-10-22 14:05:33.494760448
328,-8884,-15474,1699619989.3922002,2023-11-10 12:39:49.392200192
329,20574,-17360,1699318691.2401185,2023-11-07 00:58:11.240118528
330,-10706,5185,1698514023.9789805,2023-10-28 17:27:03.978980608
331,14290,7499,1698513828.1913035,2023-10-28 17:23:48.191303424
332,-4452,-16599,1697903699.3434722,2023-10-21 15:54:59.343472128
333,5040,-6216,1698858608.2360291,2023-11-01 17:10:08.236029184
334,458,-2326,1699774351.3829439,2023-11-12 07:32:31.382943744
335,13820,16196,1698403399.1478503,2023-10-27 10:43:19.147850240
336,10789,433,1697615219.4323382,2023-10-18 07:46:59.432338176
337,-17805,21513,1698820528.3928034,2023-11-01 06:35:28.392803328
338,-3224,5932,1699072315.187123,2023-11-04 04:31:55.187122944
339,-4000,4905,1699719368.9321523,2023-11-11 16:16:08.932152320
340,3938,-8464,1699697404.724208,2023-11-11 10:10:04.724208128
341,6415,2265,1698995789.34094,2023-11-03 07:16:29.340940032
342,-602,3891,1699612240.8327858,2023-11-10 10:30:40.832785920
343,6255,1396,1698702146.0281923,2023-10-30 21:42:26.028192256
344,-24289,139,1699706591.7535276,2023-11-11 12:43:11.753527552
345,-1810,9611,1699894578.4398327,2023-11-13 16:56:18.439832576
346,11221,-9297,1697838297.967272,2023-10-20 21:44:57.967271936
347,-7158,-10711,1698104477.8221087,2023-10-23 23:41:17.822108672
348,5397,8363,1699309891.2135024,2023-11-06 22:31:31.213502464
349,7921,-4620,1698557522.1666462,2023-10-29 05:32:02.166646272
350,8319,8163,1697956347.8578076,2023-10-22 06:32:27.857807616
351,9732,-4229,1698474765.4530146,2023-10-28 06:32:45.453014528
352,13329,-2529,1698508282.2074468,2023-10-28 15:51:22.207446784
353,6872,3642,1698803986.148412,2023-11-01 01:59:46.148411904
354,-2331,15010,1697896644.6777232,2023-10-21 13:57:24.677723136
355,-13312,6986,1698854626.14189,2023-11-01 16:03:46.141890048
356,6480,7766,1698893142.4416218,2023-11-02 02:45:42.441621760
357,-28752,-675,1699033532.9227872,2023-11-03 17:45:32.922787072
358,1558,13132,1698914189.338895,2023-11-02 08:36:29.338895104
359,2959,15288,1698488939.603841,2023-10-28 10:28:59.603841024
360,-5481,13580,1698240353.5683188,2023-10-25 13:25:53.568318720
361,5466,-1850,1698661535.7538855,2023-10-30 10:25:35.753885440
362,1654,-1036,1698923438.9721303,2023-11-02 11:10:38.972130304
363,8143,14290,1699919907.712654,2023-11-13 23:58:27.712654080
364,4156,6584,1698765715.1149697,2023-10-31 15:21:55.114969856
365,-10957,-8005,1697737282.052572,2023-10-19 17:41:22.052571904
366,17424,-8341,1698485902.3707705,2023-10-28 09:38:22.370770432
367,5623,11730,1699113181.7509942,2023-11-04 15:53:01.750994176
368,11808,4796,1699615720.686334,2023-11-10 11:28:40.686333952
369,-6622,7340,1697836583.0947194,2023-10-20 21:16:23.094719488
370,13874,-3952,1698395269.2990391,2023-10-27 08:27:49.299039232
371,15289,-1069,1698029681.8457224,2023-10-23 02:54:41.845722368
372,-7522,-2531,1697514691.726632,2023-10-17 03:51:31.726632192
373,-13884,8597,1698165603.4278972,2023-10-24 16:40:03.427897088
374,21513,-4543,1698197009.3170357,2023-10-25 01:23:29.317035776
375,3996,9200,1699081572.7735312,2023-11-04 07:06:12.773531136
376,-4989,16814,1698759620.1304128,2023-10-31 13:40:20.130412800
377,1216,8578,1699283579.717382,2023-11-06 15:12:59.717381888
378,3440,14410,1698933125.0974424,2023-11-02 13:52:05.097442304
379,12847,-4080,1699631319.9576423,2023-11-10 15:48:39.957642240
380,-1973,-11614,1697538070.7161574,2023-10-17 10:21:10.716157440
381,-2059,-251,1699584691.510029,2023-11-10 02:51:31.510029056
382,25071,8139,1697633946.1281848,2023-10-18 12:59:06.128184832
383,-12002,9152,1698731122.4719388,2023-10-31 05:45:22.471938816
384,-2767,1777,1697779728.4853094,2023-10-20 05:28:48.485309440
385,6259,-166,1699387273.0464048,2023-11-07 20:01:13.046404864
386,236,-4811,1699617139.9248815,2023-11-10 11:52:19.924881408
387,3123,-2119,1698934166.614341,2023-11-02 14:09:26.614341120
388,-13284,14476,1698113030.7522924,2023-10-24 02:03:50.752292352
389,6155,-4796,1699201313.8152943,2023-11-05 16:21:53.815294208
390,182,410,1699835750.399572,2023-11-13 00:35:50.399571968
391,13025,1615,1698440029.7848518,2023-10-27 20:53:49.784851712
392,380,-10636,1699017574.2222035,2023-11-03 13:19:34.222203392
393,8936,-13287,1698260778.675788,2023-10-25 19:06:18.675788032
394,5154,-5304,1698712893.8016472,2023-10-31 00:41:33.801647104
395,2347,10109,1699522242.3155177,2023-11-09 09:30:42.315517696
396,13147,-1231,1698861495.8656821,2023-11-01 17:58:15.865682176
397,3793,13431,1699032184.484725,2023-11-03 17:23:04.484724992
398,-4080,4311,1698358503.0228279,2023-10-26 22:15:03.022827776
399,-1490,-11318,1699391147.324037,2023-11-07 21:05:47.324037120
400,5812,-5084,1698627183.7138906,2023-10-30 00:53:03.713890560
401,-4543,3469,1697789211.4459624,2023-10-20 08:06:51.445962496
402,-6216,4819,1698532153.1825297,2023-10-28 22:29:13.182529792
